,subject,label,body
2223,minecraft,3,What do you guys wanna see me stream tomorrow? Minecraft or Destiny?
2225,minecraft,3,Minecraft still down. I will try again tomorrow! Sorry guys I know you want it back and so do!I! Till then xoxox
2230,minecraft,3,Hey guys. I got home from holiday in Ballina and realised my webcam sucks so Minecraft will be out maybe tomorrow or the next day.
2232,minecraft,5,Rugid_azz and MaribolHD the two new followers. Thanks for coming hope you guys come back tomorrow for Minecraft with the boys. Lots of fun.
2233,minecraft,5,"Reserve your spot for our next Party Camp! Programming &amp; video creation with Minecraft! Starting Aug 31, grades 1-3 http://t.co/Yp7PVGmmyL"
2235,minecraft,3,Although it may not be Minecraft related I am doing some stuff over at http://t.co/qe6Fc1BpLu I even put some old videos back up l...Cringey
2239,minecraft,5,"Minecraft's creator will always be a hero to me, he gave my autistic son a voice http://t.co/GZuQEnN5lS"
2241,minecraft,3,"Between watching a friend play minecraft at monday's park day + discovering Stampy Cat videos, 7yo may actually be getting into minecraft"
2243,minecraft,3,Minecraft will not be on my Main. All the videos of things other than Halo on my main have been part of the hype build up for my 2nd channel
2247,minecraft,3,I will be back to normal with Minecraft news/updates on Monday I don't do videos on weekends it's only if a video took long render &amp; upload
2253,minecraft,5,"@notch minecraft saved me from depression, thank you.  I still have college debt and need to support my family, may I ask for a donation? Ty"
2257,minecraft,3,Just happened its 8:33 am and I just stopped playing Minecraft at least I found diamods https://t.co/xMBy4O7sAS
2265,minecraft,3,"Penicuik House rises from ashes in Minecraft: To mark the 25th national Doors Open Day, the Scottish Civic Tru... http://t.co/og01pZDUxU"
2266,minecraft,3,anyone else getting Matched 3rd party content on old Minecraft videos recently? when you play back the spot they claim theres no music?
2276,minecraft,3,"I'm tired, I kinda want to like go to bed now but I can't because I'm busy designing things for my cousin's Minecraft party tomorrow, kms."
2277,minecraft,3,The creator of Minecraft may have been unhappy before all of the money and fame.It might be in his DNA.
2278,minecraft,3,@eckoxsoldier TrueTriz said they may be a n update for Minecraft today but it isn't out yet. Have you got any ideas?
2284,minecraft,5,"@notch Many thanks for Minecraft! It has enriched my son's life. May you find happiness, fulfillment and success in future endeavours!"
2300,monsanto,3,Monsanto is trying to make it illegal for you to know what's in your food. They vote tomorrow in the house.... http://t.co/7OslWGfeol
2301,monsanto,3,BASEL (Reuters) - U.S. seed company Monsanto on Thursday renewed its efforts to woo Syngenta AG after the Swis...  http://t.co/40lnSKs6ZM
2302,monsanto,3,@LastWeekTonight please please cover #HR1599 on Sunday! I want to see @iamjohnoliver take on Monsanto!!
2303,monsanto,3,I'm going to hang myself if Neil Young plays his dumb Monsanto protest album front to back tomorrow night. Sorry Neil.
2305,monsanto,1,Rock legend Neil Young rightly attacking evil Monsanto @guardianeco @ianpuddick So now he's banned from the BBC http://t.co/Tcw429b2xt
2307,monsanto,1,"This message is for Monsanto: Bring it on. You may have the money, but we have the people. And the people always win. -@GovPeterShumlin"
2311,monsanto,3,"Surprise! Monsanto Says, ""No Glyphosate in Breast Milk"".: On July 23, WSU posted the news th... http://t.co/kcLdPb8zyH via @MarchingMoms"
2312,monsanto,3,Great new short film highlights one of the many farmers Monsanto sued http://t.co/efz3Q6cnLq
2313,monsanto,3,"Monsanto (MON), the world's biggest seed company hostile bid for rival Syngenta AG (SYT)! http://t.co/IyDdsLYEKT http://t.co/Z2UOLHbhfH"
2314,monsanto,3,Syngenta says Monsanto's $2B break-up fee comes with big caveat http://t.co/fuw23D6cNb $SYT $MON
2315,monsanto,1,Stop Monsanto's Dream Bill in the Senate via @foodandwater http://t.co/FNdme9e6ug GMO's may be very dangerous!
2319,monsanto,3,"People who want to eat healthy, clean food should have the right to do so. Our government and Monsanto may have... http://t.co/fHFQDAZfCp"
2324,monsanto,1,"Monsanto may be to blame for soaring suicide rates among farmers in India:  In India, the suicide r... http://t.co/qlEceD6BeM @inhabitat"
2326,monsanto,3,"Well, what do you know....   ""Spokane sues Monsanto for PCB contamination"" http://t.co/vvBdUyPSnv"
2328,monsanto,3,Sad to say about the big promoter of Monsanto is ahead https://t.co/RuNhgcIx5n
2329,monsanto,3,Those of you talking about Hilary may want to do your research on Monsanto
2330,monsanto,3,@chuckp The Vietnamese are the ultimate realists / survivalists: 1st Monsanto and now Nestle. #ComingFullCircle https://t.co/8jGrJWPB5X
2337,monsanto,1,I'll move the cigarette companies and Monsanto to a special place near the sun. #WhyIWouldMakeAGreatPresident
2343,monsanto,3,"Harper supporters: you need to get info from other than Sun, Corus, FOX, CNN, Monsanto, tarsands and Republicans! #duffy #senior #retirement"
2345,monsanto,3,"Monsanto, BP and Veolia agree to pay for cleanup of Welsh site they contaminated with toxic waste five decades later. http://t.co/J90DCXFxwo"
2347,monsanto,3,Well @neilyoung you are doing something right: Monsanto Fires Back at Neil Young's Scathing New Album http://t.co/aOysvogmT7 via @ecowatch
2348,monsanto,3,This is the third such lawsuit in recent months (but as you may have guessed Monsanto is not going quietly).... http://t.co/XOCCwxIWRO
2349,monsanto,3,"The city of Spokane, Washington, may not be well known, but they are one of the first cities to file a lawsuit against Monsanto for"
2352,monsanto,3,The second to last paragraph about the aims of the protests was interesting- a lot is not about Monsanto at all https://t.co/40KPzOcMOd
2355,monsanto,3,Good luck and may the GMO Gods (Monsanto) correct you to the path of truth. ;) @SAMonsanto
2356,monsanto,3,"statements to the United States of Monsanto) A US citizen of Israel, acceptance of censorship. Too bad that Hagel won't admit it. 13 October"
2357,monsanto,3,@Alross111 @RobbFraley Theophrastus (371-287 BC) wrote about cabbage. Will read more to see who may have written about Monsanto.
2359,monsanto,3,http://t.co/gUtc06IPOR STOP the TPPA &amp; you will Kill MONSANTO at the same time
2363,monsanto,3,Fact Checking the London March Against Monsanto Protesters... https://t.co/RBeoxLdQQl via @YouTube
2364,monsanto,3,I've been using Tom's Natural toothpaste and just read an article that March Against Monsanto saying that this... http://t.co/dcudFHc9rw
2365,monsanto,3,LIVE Stream: Monsanto scientist Dr. Frederick J. Perlak Saturday 11am (PST) #GMO #GMOS  Dr. Perlak led the... http://t.co/Z1yv0iU3UC
2366,monsanto,3,@scicurious @andzsy Join the club. 1st @mbeisen. Now you. Looks like Monsanto has every single scientist on payroll https://t.co/B42qtn5xEX
2369,monsanto,3,"Monsanto's $47 billion bid to buy Swiss rival Syngenta has fallen through, the U.S. company said on Wednesday."
2370,monsanto,3,Monsanto says no longer pursuing proposed Syngenta combination: U.S.-based Monsanto Co.  said Wednesday it is ... http://t.co/hf4v75HWYE
2372,monsanto,3,"$SYT: Syngenta comments on Monsanto (MON) announcement, confirms revised proposal, which it rejected saying it... http://t.co/0jCTpk0n7O"
2376,monsanto,1,@HongKongHermit @polymumofeight Next you'll be telling me Monsanto is trying to feed the 3rd World?
2377,monsanto,3,You may have heard that Monsanto and their proponents are trying to defend the herbicide Glyphosate (active... http://t.co/9JTuGIlh88
2379,monsanto,3,Monsanto will be replacing their carcinogenic herbicide RoundUp with another dangerous substance known as Dicamba  http://t.co/8o3Iz2Igae
2387,monsanto,3,Fuuuuuuuuck. I'm nervous about talking to Monsanto bosses tomorrow. I have to report to a room of scientists.
2389,monsanto,3,"The Age Of #Monsanto Is Over!   Tami Monroe Canal, the founder of March Against Monsanto talks about the end of... http://t.co/US1VEZVz4a"
2391,monsanto,3,"Interesting post on ""the inside"" of Monsanto and it's controversy: http://t.co/2Ie413FvtP #gmo #farminglife #educateyourself"
2392,monsanto,3,"Monsanto spokesperson will be at the National Press Club in Canberra on Wednesday at 12 pm, post Melbouirne... http://t.co/nYSrp5w4MD"
2396,monsanto,3,"March Against Monsanto is now just, ""Hey, let's try to see how much pseudoscience we can spout out!""  Jumping on chemtrails and Big Pharma."
2397,monsanto,3,@realDonaldTrump May I have your opinion on GMOs and Monsanto? If you've already voiced an opinion my apologies.
2398,monsanto,3,We are ranked 42. in life expediencies when Monsanto is in the top 5 with the most life expectancy  https://t.co/Q9QXvtHnbB
2405,netflix,3,I think I may actually be whipping through the Gilmore Girls series on Netflix too quickly... I'm gonna have to start over again!
2407,netflix,3,"Commitment issues, me? Nah, I just finished Vampire Diaries on Netflix...for the 2nd time."
2411,netflix,3,@chlo_stiriz @_roxannenicole oh my god I'm obsessed. Soo upset they don't have the 4th season on Netflix though
2415,netflix,3,I need to find a movie to watch . The only time I actually watch tv is on Sunday's and Monday's other then that it's either Hulu or Netflix
2417,netflix,3,@_ambermarieee and the 6th season is playing on tv right now? They needa put the 5th on Netflix already lol!
2435,netflix,3,Dear White People is on Netflix. I'll have to watch it tomorrow after school
2439,netflix,3,"When you're 33, sitting at home watching Netflix by yourself, can it still be considered going up on a Tuesday?"
2440,netflix,3,Everyone on insta: I'm going to miss hanging w/ friends &amp; sun Me: im going to miss watching Netflix all day
2444,netflix,3,Netflix set to make new series of Charlie Brooker's dystopian drama Black Mirror | Media | The Guardian http://t.co/lLW1XQnIwh
2449,netflix,3,@meeegnw omg I can't believe they would make another one after how terrible the 2nd one was.. Is it on Netflix?
2455,netflix,3,"I give movies with 2 stars a 5 on Netflix because if I sat through this piece of shit, I want you to as well."
2456,netflix,3,"I just spent like 45 minutes looking for something to watch on netflix, hulu, and amazon prime and settled on the 1st Power Rangers movie"
2460,netflix,3,Looks like it's gon be Netflix and dick in your mouth  https://t.co/0cNaXTMZ1j
2469,netflix,3,Last episode of the league on netflix..then its new episodes on FX tomorrow
2474,netflix,5,@Lisageek24 I discovered a Netflix series you may like cause Dinos and Trucks! Dinotrux! https://t.co/31xvmdESLG
2479,netflix,3,This thing says that Boy Meets World would be on Netflix on August 23 but I see nothing and I'm V upset about it. Capital V.
2480,netflix,3,"@theEMlNEMshow sorry I don't want to ""Netflix and chill"" right now Mar Mar"
2483,netflix,3,so I have the whole afternoon off college and I'm sat in bed watching netflix alone
2489,netflix,5,@Halleywood I'm going to need to catch up...I only just started watching the 3rd season by accident. lol. Are the 1st 3 seasons on Netflix?
2490,netflix,3,"Not so jazzed about the newest selections coming to Netflix. God, I may actually have to leave the house and do things."
2500,nike,3,Someone run the Nike trail with me Saturday morning
2501,nike,3,"Want to win Random Daily Giveaway #7 September 3, 2015 Prize: $25 Nike e-G? I just entered to win and you can too. http://t.co/WfQZNhuI7n"
2504,nike,3,@billboardmodel wiz is that kid from 8th grade who made sure everyone knew how much weed he smoked &amp; wore huff socks and Nike slides
2505,nike,3,Gonna look like a cunt tomorrow when I roll up with Nike jaw string bag
2509,nike,3,should I be fine af tomorrow for school or just wear Nike shorts like the norm
2510,nike,3,"@_NDP After Nike, Adidas, Jordan and UA I think you put Peak at 5th. But your right they need to be careful can't afford to slip up."
2511,nike,3,Nike socks on like he tryna dunk on his 5th grade teacher after a pop quiz
2514,nike,1,"nike air force 1 low and adidas superstars are two of the most grubby, hideous trainers going. you may as well just go out in glittery crocs"
2516,nike,3,"Bus stops = a face full of Nike air max and ellesse jumpers. Calm your self, the benefits've got to last till Monday. #chavbants"
2517,nike,3,Nike Debuts Air Jordan VI Retro Golf Shoe: The golf industry may be in the sales bunker but Nike hopes amateur... http://t.co/Th3RWk9on7
2520,nike,5,"I crushed a 7.5km run with a pace of 4'45"" with Nike + iPod.  #makeitcount  #nikeplus #september : http://t.co/vOYVLSkvGV"
2522,nike,3,Nike running app tells me i have a 6mi run tomorrow like really guys it's Friday night
2526,nike,3,Sold Out OSU NIKE WEEK ZERO v6 amp Available. Men's Size 10 for $230. Local pickup in the Buckeye City. Available before Monday's Game.
